id,win,kills,deaths,assists,largestkillingspree,largestmultikill,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgtoturrets,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,wardsplaced,wardskilled,firstblood
173767,1,4,8,17,2,2,680,1,0,0,0,44031,27839,9701,6490,0,8883,5475,3209,198,1794,4,0,0,27787,12458,13560,1767,28,4,0
173768,1,9,0,6,9,1,0,0,0,0,0,176903,741,168656,7506,1603,22687,540,21692,454,3368,4,10217,0,11074,3547,7476,51,10,1,0
173769,1,6,6,5,4,1,832,0,0,0,0,234226,9826,222778,1621,870,29083,2599,26088,396,689,1,4912,0,22115,7309,13925,880,16,1,0
173770,0,8,10,6,3,2,711,1,0,0,0,159461,145612,13589,259,0,25249,24719,404,126,1289,1,217,0,23862,16551,5519,1791,11,1,0
173771,1,6,3,5,3,2,791,1,0,0,0,108615,32840,72683,3091,903,11159,1839,7950,1369,4408,4,0,0,15176,2863,12216,96,4,0,0
173772,1,6,3,6,3,1,728,0,0,0,0,97783,72283,16789,8710,0,8439,7183,780,476,5039,1,0,0,18232,1909,15737,586,10,2,0
173773,1,16,7,15,4,2,506,4,0,0,0,151943,9274,132184,10484,0,25653,2489,21193,1970,7900,1,3206,0,31290,9036,20141,2112,12,2,0
173774,0,4,12,2,2,1,265,0,0,0,0,98702,891,95349,2460,0,17280,808,14011,2460,2969,1,1392,0,32861,10159,22147,554,7,1,0
173775,1,13,1,7,13,3,343,2,1,0,0,163090,5013,154727,3349,1353,27586,1448,25780,358,4677,3,10192,0,18218,4694,11149,2373,5,4,0
173776,0,0,2,1,0,0,717,0,0,0,0,39435,30574,8818,42,0,3603,3513,48,42,738,1,0,0,7156,1618,5421,116,1,0,0
173777,0,3,5,0,0,1,505,0,0,0,0,93639,86699,6939,0,0,7003,6915,87,0,1141,1,0,0,12143,6405,5515,222,14,2,0
173778,1,17,4,5,12,3,759,3,2,0,0,161505,2220,156224,3061,878,32587,960,30131,1495,3073,3,0,0,18071,4573,11261,2236,10,0,0
173779,1,0,0,0,0,0,0,0,0,0,0,5943,2964,2269,709,0,0,0,0,0,507,1,0,0,1024,321,703,0,0,0,0
173780,0,3,4,5,2,1,985,0,0,0,0,140757,122505,17422,829,0,14094,12961,782,351,761,1,0,0,13144,5739,6980,424,11,0,0
173781,1,2,9,21,0,1,519,0,0,0,0,37553,28718,5698,3135,0,15007,12021,1100,1885,4608,6,0,0,24584,14755,9491,338,25,6,0
173782,1,10,5,23,3,1,307,0,0,0,0,39407,33023,5544,839,0,19681,17187,2157,336,3258,6,1903,0,13992,6193,7728,70,7,0,1
173783,0,2,6,11,2,1,556,0,0,0,0,17016,12008,5008,0,0,5691,4555,1136,0,2195,4,38,0,23298,9445,13425,428,21,2,0
173784,1,2,2,11,0,1,791,0,0,0,0,17781,12568,5213,0,0,7335,6015,1319,0,8046,5,2206,0,11066,5567,3838,1659,28,2,0
173785,0,0,3,1,0,0,257,0,0,0,0,16257,281,15975,0,0,4663,51,4612,0,545,2,0,0,5968,2750,3218,0,1,0,0
173786,0,0,3,1,0,0,199,0,0,0,0,11124,6870,4253,0,0,2148,1949,198,0,210,1,0,0,4118,2212,1824,82,1,0,0
173787,1,6,7,9,3,2,527,1,0,0,0,232874,12439,209658,10776,1045,27734,6233,18389,3111,6183,1,6829,0,27220,7466,17010,2743,17,1,0
173788,1,0,1,1,0,0,179,0,0,0,0,6057,467,4958,632,0,456,77,330,48,441,1,0,0,1512,491,1012,8,1,0,0
173789,1,7,6,8,3,2,626,1,0,0,0,105387,74363,24243,6780,0,13006,11933,749,323,5779,1,2184,0,23019,3340,19391,287,3,3,0
173790,1,7,4,10,4,2,637,1,0,0,0,126569,2433,123525,610,641,15547,943,14442,162,2393,3,7699,0,12153,3029,8821,302,2,2,1
173791,1,8,4,13,4,2,659,1,0,0,0,148646,57125,79987,11534,0,11819,5091,6047,680,12982,1,1814,0,34272,6983,26099,1190,8,0,0
173792,1,7,11,2,2,2,472,1,0,0,0,157460,10338,145643,1478,703,23685,1970,20745,970,4195,1,6880,0,32515,14578,17683,254,13,0,0
173793,0,8,7,10,3,1,471,0,0,0,0,226411,74826,140721,10862,0,29510,10431,17019,2060,12342,1,359,0,51946,16818,29745,5382,15,0,1
173794,0,5,4,1,3,3,589,1,1,0,0,80994,7919,65616,7458,480,12777,962,9943,1871,1138,3,0,0,11068,2334,8179,553,8,0,0
173795,1,8,5,16,3,2,513,1,0,0,0,148469,129745,17968,754,0,29082,27454,1452,175,799,1,5516,0,14870,5236,9461,172,14,1,0
173796,1,10,5,11,5,1,474,0,0,0,0,98284,75331,22952,0,0,20839,15781,5058,0,3644,1,3896,0,22843,5413,16140,1289,12,0,0
173797,1,8,5,9,5,1,1119,0,0,0,0,132315,121597,7559,3158,877,20439,18180,1207,1052,10219,1,3420,0,26345,11432,12146,2766,5,0,0
173798,0,4,5,1,3,1,1100,0,0,0,0,122739,27940,67399,27399,327,9369,1914,5208,2247,8472,1,0,0,25553,6924,18465,163,1,3,1
173799,1,4,6,6,3,2,712,1,0,0,0,135287,113699,19643,1944,0,29058,26402,2025,630,1256,1,3684,0,16395,5550,10049,794,10,1,0
173800,1,8,4,7,3,1,1077,0,0,0,0,233632,60223,160820,12588,0,18773,3458,15071,244,13706,1,2772,0,40558,18353,21244,960,21,1,0
173801,0,17,10,7,5,2,684,4,0,0,0,323409,81189,235129,7085,0,50586,14117,30652,5815,4041,1,7120,0,74640,20376,46083,8181,11,0,0
173802,1,10,4,19,5,1,782,0,0,0,0,192686,45663,128943,18080,559,25872,12510,12935,426,10071,1,0,0,35860,12318,20328,3213,4,5,0
173803,0,0,0,0,0,0,0,0,0,0,0,839,203,635,0,0,329,99,230,0,22,1,0,0,262,0,222,40,1,0,0
173804,1,4,0,8,4,2,0,1,0,0,0,8669,5571,2625,472,0,6153,4339,1341,472,7641,5,627,0,8013,2198,5636,179,11,3,0
173805,1,6,3,14,4,1,951,0,0,0,0,29522,18619,8831,2071,0,11356,7387,2897,1071,9627,8,0,0,24442,11163,12729,549,33,5,0
173806,0,1,3,0,0,1,1075,0,0,0,0,107721,53403,24959,29358,0,7324,4846,503,1974,2094,1,0,0,10531,4028,6457,46,11,2,0
173807,1,1,11,17,0,1,541,0,0,0,0,79065,68036,8981,2047,0,19988,18470,1263,254,4162,1,582,0,27253,11670,14745,837,17,7,0
173808,0,1,4,4,0,1,376,0,0,0,0,77842,30211,43567,4064,0,5519,1810,3512,196,4310,1,0,0,16013,2469,13393,150,8,1,0
173809,1,10,3,6,10,2,693,1,0,0,0,148565,22885,124399,1279,1279,24951,3007,21944,0,6827,2,0,0,20812,6450,11143,3218,5,0,0
173810,0,9,7,9,6,3,500,1,1,0,0,133762,112295,20261,1206,0,28943,26181,1843,918,2596,1,2141,0,20131,14032,5699,399,7,0,0
173811,0,1,6,6,0,1,503,0,0,0,0,31051,27934,3117,0,189,5720,4741,978,0,2459,1,0,0,12895,3426,9369,100,7,0,0
173812,0,5,11,5,5,1,399,0,0,0,0,68182,58021,9489,672,0,15458,13881,904,672,770,1,0,0,16277,1586,14092,598,7,2,0
173813,1,3,2,2,2,1,1011,0,0,0,0,93559,19481,67629,6448,0,12993,4078,8034,880,5878,1,6306,0,16891,3315,9227,4347,8,0,0
173814,0,1,3,23,0,1,939,0,0,0,0,31602,23210,5101,3290,0,7121,4649,1129,1342,35411,7,1769,0,18536,8176,9788,572,15,7,0
173815,0,3,4,5,2,2,676,1,0,0,0,23430,9594,7296,6539,0,6451,3609,2841,0,3401,5,0,0,16713,5480,11025,207,14,1,0
173816,0,8,3,8,4,1,985,0,0,0,0,178298,87166,90647,484,0,20445,7342,12790,312,11100,1,1391,0,36822,14430,21473,918,1,0,0
173817,1,7,2,8,6,2,1577,2,0,0,0,135960,82802,52964,192,0,21013,15933,4887,192,3780,1,5512,0,25125,9324,15230,570,13,1,0
173818,1,8,1,9,5,3,1532,2,1,0,0,206786,33220,169865,3701,0,29990,8923,19910,1155,4064,4,7095,0,14108,5403,8384,319,12,6,0
173819,1,10,7,10,4,1,580,0,0,0,0,224195,10819,213142,234,0,23636,2342,21147,146,2091,1,0,0,26116,6331,18430,1354,19,3,0
173820,0,2,8,7,0,1,510,0,0,0,0,55817,21259,33743,814,0,22010,9849,11589,572,3066,1,0,0,19324,5902,12200,1220,32,5,0
173821,0,1,6,2,0,1,462,0,0,0,0,44945,32284,4584,8076,0,7880,5935,622,1321,221,1,609,0,11854,2376,8657,820,16,5,0
173822,1,16,8,15,5,2,615,1,0,0,0,421089,7599,394547,18941,2649,61733,2909,55047,3776,11704,3,14951,0,33203,14244,16455,2503,8,13,0
173823,0,0,5,18,0,0,1197,0,0,0,0,15976,7012,3595,5369,0,5547,2063,1553,1929,14392,18,760,0,25271,11573,12983,714,27,3,0
173824,1,0,1,0,0,0,189,0,0,0,0,967,488,478,0,0,506,301,205,0,78,1,0,0,739,125,614,0,1,0,0
173825,1,12,6,12,5,3,583,1,1,0,0,96863,92816,3440,606,0,26579,25765,813,0,6455,1,1947,0,22013,5619,15887,505,16,3,0
173826,0,6,4,4,4,1,709,0,0,0,0,120389,4996,108222,7170,0,10855,1941,8025,888,8069,1,1125,0,23493,5393,17239,860,9,0,0
173827,0,3,9,3,0,1,505,0,0,0,0,105282,15666,89615,0,0,17116,3193,13923,0,892,1,0,0,24948,15517,8574,855,11,1,0
173828,1,6,4,6,2,1,421,0,0,0,0,75452,36602,31729,7121,0,6833,5045,1340,447,9552,1,2167,0,18107,3371,14635,100,3,0,0
173829,1,17,5,1,6,2,701,4,0,0,0,177017,142227,34197,592,960,30467,27596,2871,0,11307,1,3930,0,30101,11867,15012,3222,12,1,0
173830,1,3,4,17,2,1,738,0,0,0,0,26387,17878,8232,277,0,10738,8747,1990,0,4159,7,0,0,18865,7211,8894,2759,28,2,0
173831,1,16,2,7,11,3,1114,3,1,0,0,382742,98686,279320,4735,935,52140,7184,41518,3438,19045,1,9584,0,63544,19081,36714,7748,10,4,0
173832,1,12,2,9,12,4,1280,2,1,1,0,149751,445,143266,6040,1767,22998,384,20630,1983,2421,4,11225,0,14861,5630,6361,2869,12,1,0
173833,1,5,5,4,2,1,507,0,0,0,0,104121,94643,9103,374,0,13994,13209,697,88,3847,1,0,0,13987,4679,8519,788,9,2,0
173834,1,13,5,8,5,1,627,0,0,0,0,185964,0,183757,2206,0,25248,0,25022,226,4940,1,1857,0,26245,10402,11332,4510,3,0,0
173835,1,7,2,12,3,2,650,1,0,0,0,199960,5049,183449,11461,0,25603,2203,21283,2116,11812,1,1412,0,34739,5996,28610,132,11,5,0
173836,0,1,7,4,0,1,294,0,0,0,0,80490,5924,72728,1837,0,5199,1603,3063,532,1949,1,0,0,14150,8406,5442,302,4,3,0
173837,1,3,3,13,2,1,1097,0,0,0,0,105105,44182,54309,6613,0,8282,2766,4250,1266,7328,1,654,0,29901,11275,17424,1201,13,0,0
173838,0,1,7,1,0,1,366,0,0,0,0,10389,8173,2026,190,0,4396,3650,556,190,1667,3,0,0,10474,2179,8295,0,13,2,0
173839,1,8,7,11,4,1,719,0,0,0,0,225194,61386,163498,309,0,32772,13305,19208,259,4682,3,0,0,33818,9971,23683,164,5,1,0
173840,0,12,8,6,7,2,413,2,0,0,0,122678,74547,13644,34487,0,20267,14754,419,5092,2609,1,1524,0,17021,9846,6564,611,8,2,0
173841,0,9,8,12,5,2,746,1,0,0,0,144809,8772,128348,7688,0,23046,4430,16538,2077,6698,1,1067,0,29134,8711,19790,632,12,4,0
173842,0,9,8,6,3,1,533,0,0,0,0,234476,4189,220232,10055,0,23528,1877,19717,1933,16848,1,555,0,45961,17644,27210,1105,1,3,0
173843,1,6,6,8,2,1,885,0,0,0,0,247202,84993,148043,14165,602,18227,9260,6693,2274,14544,1,5171,0,49479,14574,33272,1632,14,6,0
173844,0,5,12,14,3,2,537,1,0,0,0,122179,1356,119318,1504,1460,20464,997,18961,506,1949,2,1809,0,23864,13181,10211,471,5,0,0
173845,0,1,7,3,0,1,498,0,0,0,0,133073,126036,6044,991,0,15126,13837,1288,0,1274,1,1035,0,15194,4276,10654,264,11,3,0
173846,1,16,5,7,4,2,400,2,0,0,0,114973,102638,11681,654,0,24758,23382,1258,118,2345,1,3437,0,15844,5991,7634,2217,9,0,0
173847,0,12,12,16,4,4,411,2,1,1,0,263543,59269,200340,3934,879,36196,7268,28583,345,5492,4,7878,0,31983,11312,18893,1777,13,3,0
173848,0,5,4,2,3,2,482,1,0,0,0,105520,87902,17278,340,0,15616,13236,2379,0,2321,1,0,0,20836,6616,13500,720,7,0,0
173849,1,12,6,5,6,2,516,2,0,0,0,225451,41908,180958,2584,1279,23514,2956,20351,206,4619,1,11421,0,34206,6166,25533,2506,12,5,0
173850,0,6,8,3,2,1,505,0,0,0,0,162332,16331,143212,2788,991,15377,1262,14114,0,187,1,3664,0,21789,8822,12529,437,7,1,0
173851,1,0,8,21,0,0,361,0,0,0,0,21165,17303,2240,1621,0,10285,9201,772,311,6696,13,0,0,21785,5144,16338,302,33,2,0
173852,1,7,4,6,4,2,930,1,0,0,0,135449,10729,123676,1044,674,22638,3010,19183,444,1611,3,0,0,21643,9622,11414,607,7,0,0
173853,0,4,8,11,2,2,531,1,0,0,0,86922,15149,64653,7120,0,12337,1960,9930,446,6083,1,2264,0,28291,8367,18611,1312,12,0,0
173854,0,7,10,5,2,2,492,2,0,0,0,130829,23475,98636,8716,0,16098,3364,12096,636,7650,1,805,0,35904,9772,23853,2278,18,4,0
173855,0,7,8,4,4,2,360,1,0,0,0,54343,37033,16214,1095,258,19380,13079,5206,1095,1650,1,0,0,20641,7125,12916,600,7,0,0
173856,0,19,6,10,8,3,583,3,1,0,0,222416,45842,172408,4165,0,39928,9849,29462,616,2359,2,0,0,19120,5011,13665,443,4,0,0
173857,0,0,5,1,0,0,296,0,0,0,0,42222,37597,4624,0,0,9240,8955,285,0,1793,1,0,0,10372,6439,3536,396,7,0,0
173858,0,0,0,0,0,0,0,0,0,0,0,3039,155,2856,27,85,410,63,319,27,69,1,0,0,735,17,677,40,0,0,0
173859,0,12,7,10,7,2,618,3,0,0,0,237466,74720,151569,11176,0,25842,15048,9295,1498,19753,1,1845,0,54541,19583,32045,2911,18,1,0
173860,0,2,11,12,2,2,337,1,0,0,0,24576,18317,5932,326,0,7447,6296,824,326,1194,4,140,0,29483,12428,16645,409,15,4,0
173861,1,7,3,6,5,1,951,0,0,0,0,146028,5745,134065,6218,0,16276,2303,13534,438,11804,1,2017,0,25215,9047,16012,156,14,1,1
173862,0,1,4,9,0,1,946,0,0,0,0,30911,27097,2237,1575,0,12426,10159,841,1425,4383,5,199,0,15599,9226,6169,204,21,6,0
173863,1,6,3,7,3,1,594,0,0,0,0,148016,28122,108026,11868,0,12323,1439,10118,766,5055,1,5396,0,20190,4731,15102,356,15,1,0
173864,1,12,5,7,5,2,1071,1,0,0,0,260328,8922,238152,13253,0,27934,3928,22108,1897,18594,1,0,0,41413,15573,23871,1968,3,2,0
173865,1,13,7,20,7,2,310,2,0,0,0,174255,126529,33774,13953,0,31278,26956,2265,2056,13368,1,9615,0,33183,13809,16755,2617,11,10,0
173866,0,14,4,5,8,2,940,4,0,0,0,146160,1115,143720,1324,1089,31705,300,30811,594,3161,3,3524,0,23532,11816,11514,202,9,1,0
173867,0,15,11,10,4,1,502,0,0,0,0,317833,10855,304371,2606,2223,42847,3379,38656,811,4679,3,7855,0,31290,14577,14754,1958,12,4,0
173868,1,6,5,13,4,1,726,0,0,0,0,206437,134207,67996,4234,512,27962,17568,10241,152,8898,3,11235,0,28149,13967,13336,845,14,0,1
173869,0,4,4,6,0,1,1064,0,0,0,0,157985,31930,124700,1353,0,15098,3426,11598,73,2035,1,680,0,27254,8199,15926,3129,15,1,0
173870,0,5,8,8,2,2,434,1,0,0,0,42297,12132,29304,860,377,13290,2587,10018,684,591,1,78,0,17816,2927,13968,920,7,0,0
173871,0,1,5,2,0,1,607,0,0,0,0,59128,1860,57140,127,275,5946,546,5272,127,1216,2,0,0,9266,1750,6995,521,4,0,0
173872,0,2,9,4,0,1,303,0,0,0,0,108497,1542,106159,796,443,12555,1033,11301,220,1078,2,0,0,21534,6746,14185,601,4,0,0
173873,0,3,5,17,0,1,777,0,0,0,0,33454,21799,10250,1403,0,12375,9477,1995,903,15691,5,0,0,32957,13984,17940,1032,30,12,0
173874,0,2,5,3,2,1,933,0,0,0,0,497089,16442,9334,471312,0,9198,4686,3829,682,4691,5,0,0,16127,7118,8778,231,11,2,0
173875,1,1,4,22,0,1,873,0,0,0,0,49092,23728,14319,11043,0,10895,5666,4052,1176,7893,5,2036,0,25636,12809,12431,396,22,5,0
173876,0,11,9,3,4,1,351,0,0,0,0,95570,36775,55961,2832,0,23689,16859,4669,2160,10621,1,0,0,30091,9358,18474,2257,10,0,0
173877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173878,1,10,12,6,3,2,812,1,0,0,0,293636,5394,242964,45277,0,32266,1029,21723,9513,11360,1,5013,0,53284,18794,28792,5696,15,3,0
173879,0,4,5,17,2,1,645,0,0,0,0,19165,12080,5392,1693,0,8812,5856,2031,925,11668,5,66,0,19959,7957,11805,196,13,4,0
173880,0,6,9,12,3,1,410,0,0,0,0,65178,60391,4786,0,0,16647,15633,1013,0,1049,1,738,0,15830,2699,12082,1047,5,3,0
173881,0,1,4,1,0,1,713,0,0,0,0,104723,8274,96049,400,632,11549,2130,9319,100,1885,2,0,0,15223,4033,10940,250,8,1,0
173882,0,0,8,15,0,0,626,0,0,0,0,31501,9447,9069,12984,0,7544,5036,1031,1477,7896,6,0,0,29862,8227,20053,1582,24,3,0
173883,0,4,8,10,3,1,598,0,0,0,0,148276,15106,132397,772,662,28522,4104,23992,426,1111,1,3080,0,37894,15890,20389,1615,13,0,0
173884,1,14,2,9,10,2,833,4,0,0,0,109890,953,102744,6191,607,21291,526,15497,5267,12154,5,6656,0,36694,10397,22367,3929,9,3,0
173885,0,5,6,8,3,2,946,1,0,0,0,29377,23523,5778,75,0,12841,11063,1717,60,7931,5,308,0,23528,10344,12997,186,34,3,0
173886,0,2,8,7,0,1,511,0,0,0,0,158652,122012,27099,9541,0,14064,11096,2017,950,15967,1,974,0,52191,8118,39608,4464,15,4,0
173887,0,3,9,15,2,1,724,0,0,0,0,160901,39089,118267,3544,0,22620,6760,15274,586,3714,3,1841,0,30095,16614,12221,1259,10,6,0
173888,1,4,5,13,0,1,1051,0,0,0,0,86004,67751,6320,11931,0,30307,21425,1084,7797,135,1,2456,0,12832,5540,6858,432,20,2,0
173889,0,0,7,11,0,0,688,0,0,0,0,8735,7851,883,0,0,2963,2577,385,0,16882,6,12,0,12519,5692,6308,517,15,3,0
173890,0,19,9,13,4,3,710,4,1,0,0,266551,208707,13396,44446,0,66001,45170,1029,19801,3530,1,7210,0,29327,11743,13863,3720,14,2,0
173891,1,1,1,18,0,1,1263,0,0,0,0,11514,7117,4397,0,0,5148,3940,1208,0,2005,5,1430,0,10287,5474,3662,1150,11,1,0
173892,0,2,7,2,0,1,361,0,0,0,0,53474,7919,44585,970,308,9088,951,7166,970,0,0,0,0,11432,538,9585,1308,6,1,0
173893,0,3,7,7,0,1,771,0,0,0,0,163517,1303,150902,11312,527,12606,0,11390,1216,18849,1,411,0,41702,5260,35073,1369,14,4,0
173894,1,5,5,4,3,1,765,0,0,0,0,101789,69094,31572,1123,0,10685,6669,3471,544,3442,1,0,0,15823,3560,11757,506,10,1,0
173895,1,8,6,10,4,1,881,0,0,0,0,114665,4161,108920,1584,0,25056,1576,23480,0,4619,1,0,0,25128,6861,16234,2031,13,4,1
173896,1,16,1,10,14,2,1007,2,0,0,0,128670,27383,98869,2417,76,26467,11651,14167,649,2663,1,0,0,37655,14302,22589,763,4,2,0
173897,0,17,9,11,7,2,964,4,0,0,0,246597,22910,221115,2572,1179,60906,6991,53417,498,7450,4,7741,0,37397,19080,16444,1872,20,2,0
173898,1,9,8,10,3,2,459,1,0,0,0,139023,27429,108777,2816,0,30301,10550,19610,140,7401,1,5327,0,34972,9452,24693,826,9,2,1
173899,1,10,4,4,5,1,550,0,0,0,0,89717,4637,77017,8062,0,16947,2445,13678,824,7834,1,677,0,23907,6659,16962,286,12,3,0
173900,0,1,5,5,0,1,733,0,0,0,0,63226,39075,24150,0,0,10611,9082,1528,0,2278,1,0,0,17746,10533,6342,870,5,2,0
173901,0,16,10,8,4,2,451,1,0,0,0,143456,123869,18253,1334,0,55135,52205,1739,1190,4193,1,1792,0,34322,20037,12870,1414,20,1,0
173902,1,10,2,5,9,2,1201,1,0,0,0,141184,127422,13103,658,0,23621,22977,626,18,2291,1,5491,0,9961,3240,5866,854,14,0,0
173903,1,9,6,12,4,1,624,0,0,0,0,175535,549,170126,4859,696,19221,479,18072,669,4947,4,10080,0,21855,5918,15573,364,12,0,0
173904,1,7,0,13,7,2,0,1,0,0,0,201082,15002,8180,177898,0,5945,3261,1867,816,6516,10,5494,0,9129,2184,6605,340,6,1,1
173905,1,3,2,11,3,1,913,0,0,0,0,33023,24465,7316,1241,0,7955,5892,1049,1013,2503,3,1350,0,11621,5096,5665,860,20,3,0
173906,1,3,3,26,2,1,1863,0,0,0,0,42188,26879,8095,7214,0,14151,8978,1324,3848,8305,6,1881,0,32939,8652,23615,671,44,6,0
173907,0,13,17,15,2,1,282,0,0,0,0,207379,1443,204626,1310,1820,35712,1209,34073,430,2578,3,2420,0,32748,19801,12155,792,6,1,0
173908,1,1,1,28,0,1,540,0,0,0,0,14428,7214,5981,1231,0,4957,3157,1568,231,10315,8,1428,0,14398,1762,10539,2096,26,8,0
173909,0,1,1,4,0,1,1410,0,0,0,0,62493,30432,13725,18335,0,10498,6047,1556,2894,2722,1,0,0,12494,7140,4859,494,10,2,0
173910,0,12,9,6,4,2,800,1,0,0,0,70563,2256,62120,6187,0,27578,1817,20975,4785,7042,1,3109,0,37824,10526,26687,610,7,1,0
173911,0,0,11,0,0,0,234,0,0,0,0,39781,3933,35741,106,0,4475,245,4123,106,0,0,504,0,16425,9649,6300,474,7,0,0
173912,1,2,2,17,0,1,976,0,0,0,0,62566,31165,31401,0,0,14050,8264,5785,0,3730,4,1971,0,18924,7007,11344,573,12,2,0
173913,0,15,8,6,6,2,562,1,0,0,0,143368,3210,134066,6090,737,28859,2012,24064,2782,481,1,2290,0,24037,7282,16415,340,5,2,1
173914,1,6,3,19,2,1,552,0,0,0,0,30801,22648,5796,2356,0,9837,6860,1945,1031,18431,15,2307,0,14840,4566,9980,294,7,1,0
173915,1,4,3,10,2,1,893,0,0,0,0,100462,84924,15180,358,0,14310,13329,623,358,827,1,0,0,11339,2827,8169,342,7,2,0
173916,1,8,4,4,5,2,613,2,0,0,0,102985,2589,100106,289,0,18454,1041,17412,0,199,1,0,0,14671,8950,5656,64,4,0,0
173917,0,2,3,1,0,1,1044,0,0,0,0,73239,293,72946,0,833,7836,146,7690,0,771,2,2973,0,8685,3670,4873,142,4,0,0
173918,0,2,7,11,2,1,444,0,0,0,0,35225,26138,7024,2063,0,11173,8583,2590,0,1954,4,379,0,20360,5896,13250,1213,23,1,0
173919,0,4,4,9,2,1,647,0,0,0,0,55643,36015,19463,163,0,7024,3504,3355,163,1971,1,0,0,25494,6055,18696,742,5,0,0
173920,0,9,7,3,2,2,699,1,0,0,0,137195,107640,29114,440,0,18539,14686,3733,120,9482,1,1858,0,25415,11003,14025,386,6,0,0
173921,1,3,4,9,2,1,699,0,0,0,0,103165,61092,42072,0,0,17012,8922,8089,0,3369,1,2723,0,29023,1654,21784,5584,14,0,0
173922,0,9,12,13,4,2,380,2,0,0,0,204609,36026,159739,8844,119,35394,7543,19646,8204,2865,1,4524,0,52235,18575,31753,1907,21,1,0
173923,0,2,5,9,0,1,756,0,0,0,0,15712,10877,4117,717,0,3538,2586,951,0,2037,11,0,0,12778,4758,7276,744,12,1,0
173924,1,1,3,16,0,1,688,0,0,0,0,15292,11927,3365,0,0,4691,3637,1053,0,18829,5,2111,0,8704,2698,6006,0,9,3,0
173925,0,20,13,10,6,2,304,5,0,0,0,113239,19731,89740,3766,970,30814,7523,22170,1120,4461,1,0,0,32275,16478,13937,1859,15,2,0
173926,0,11,9,7,4,1,436,0,0,0,0,181202,2799,175229,3174,974,27405,391,26268,746,11663,1,6502,0,45228,7274,35208,2745,11,2,0
173927,0,0,7,3,0,0,394,0,0,0,0,82547,65797,16750,0,522,12166,11540,626,0,10005,1,781,0,24399,10353,13638,406,5,3,0
173928,0,3,9,9,0,1,518,0,0,0,0,108711,62902,17646,28162,0,19892,11985,2818,5088,3157,2,758,0,20766,13905,6296,564,9,0,0
173929,1,4,8,20,2,1,560,0,0,0,0,155312,55334,87164,12814,0,15052,6445,7212,1394,5811,1,1113,0,50125,12765,35802,1558,23,3,0
173930,0,15,9,5,7,3,388,3,1,0,0,170177,2031,153973,14172,0,28756,384,22749,5622,8828,1,63,0,33578,7185,24995,1398,13,1,0
173931,0,11,6,7,4,2,318,2,0,0,0,101774,94519,6438,816,0,20335,18516,1122,696,2459,1,0,0,19799,11402,7829,568,7,3,0
173932,0,0,2,4,0,0,826,0,0,0,0,20825,16519,3415,890,0,8292,6226,1175,890,599,1,583,0,7628,2127,5126,374,9,4,0
173933,0,10,11,7,4,2,292,1,0,0,0,67047,51720,14986,340,0,21326,18908,2078,340,2766,1,0,0,24851,6119,17361,1370,7,0,0
173934,0,1,10,12,0,1,344,0,0,0,0,75683,61343,11551,2788,0,18056,15198,1319,1538,5542,5,0,0,32659,6594,25076,989,23,5,0
173935,0,15,8,5,5,2,519,2,0,0,0,113571,8713,104143,714,0,24974,2730,21670,574,1421,1,0,0,25759,11653,13300,805,11,2,1
173936,1,3,8,20,0,1,514,0,0,0,0,26920,12417,10954,3548,0,13000,8085,4914,0,6002,5,1089,0,30271,12309,16576,1386,22,3,0
173937,1,3,6,21,0,1,549,0,0,0,0,41852,29694,10446,1711,0,10153,8283,1869,0,2149,1,1193,0,21862,10696,10390,774,19,4,0
173938,1,1,10,27,0,1,505,0,0,0,0,21968,14118,7608,241,0,9969,6881,2846,241,1831,5,0,0,26506,6688,18228,1589,25,2,0
173939,1,9,5,13,4,2,464,1,0,0,0,156573,954,154464,1154,690,23596,185,23240,170,4111,3,7609,0,18176,6158,11855,162,6,2,1
173940,1,8,3,14,6,1,1284,0,0,0,0,193612,165989,19054,8568,1041,25767,22877,2118,772,28042,5,5669,0,34574,10365,21346,2862,12,1,0
173941,0,3,5,2,2,1,397,0,0,0,0,63567,49421,14145,0,0,7375,6900,474,0,279,1,1416,0,10476,6102,3928,445,7,0,0
173942,1,2,2,6,2,2,1066,1,0,0,0,77597,63401,13656,538,0,9005,8252,752,0,1057,1,0,0,9685,5333,4279,72,12,1,0
173943,0,1,7,10,0,1,656,0,0,0,0,20625,11083,7926,1616,0,5436,3411,845,1180,1465,4,0,0,20753,6111,14166,474,20,1,0
173944,1,5,6,18,2,2,441,1,0,0,0,163948,106322,45539,12085,62,15355,10144,3614,1596,8923,1,353,0,36800,9207,25707,1885,7,3,0
173945,1,12,3,10,6,2,730,1,0,0,0,174859,142095,29978,2786,0,26569,21771,3180,1618,1978,1,5502,0,18227,5334,12504,388,12,1,1
173946,0,2,5,2,0,1,549,0,0,0,0,61045,42701,13344,5000,0,10360,9989,370,0,741,1,7017,0,11768,8759,2675,333,8,1,0
